13417,"Latitude","Longitude"
"NK82",43.32,76.02
"NK04",43.25,76
"K23",42.63,74.89
"3NK8",42.14,73.61
"7N1",42.18,77.12
"6NY1",42.11,77.09
"N03",42.59,76.22
"NY73",42.32,75.6
"NY74",42.32,73.87
"36NY",42.24,78.21
"NK05",42.35,76.52
"DSV",42.57,77.71
"NY02",42.49,74.78
1.00E+008,44.39,75.07
"4NY4",42.56,73.77
"1F6",43.12,74.75
"NY78",42.06,75.02
"4B1",42.76,74.13
"8NY5",42.82,74.15
"3NY6",42.84,74.18
"38NY",42.55,76.96
"DKK",42.49,79.27
"NY81",42.61,74.06
"HTO",40.96,72.25
"42NY",42.67,76.06
"49N",40.82,72.75
"1N2",40.83,72.75
"NY16",43.1,77.18
"NY82",42.58,73.62
"1F2",43.23,74.11
"NY19",43.04,76.46
"N89",41.73,74.38
"NK47",42.04,76.83
"ELM",42.16,76.89
"CZG",42.08,76.1
"3NY7",42.98,74.52
"NK54",42.18,76.64
"7NY1",42.76,74.28
"NY05",42.78,74.33
"32NK",42.75,74.31
"41NY",44.31,73.39
"NY84",44.28,73.38
"5NY3",42.49,76.39
"4NK3",42.67,78.97
"4NK4",42.83,76.03
"FRG",40.73,73.41
"74NY",43.01,77.29
"0B8",41.25,72.03
"NY85",43.25,75.31
"8NK3",43.5,73.07
"GTB",44.06,75.72
"NY87",42.96,74.25
"3NY4",42.92,74.63
"NY88",42.88,74.69
"11NK",42.91,74.61
"NY20",42.96,74.68
"NY71",42.98,74.73
"44NY",42.93,74.65
"1I5",42.36,74.07
"FZY",43.35,76.39
"N25",42.7,74.2
"NY37",43.01,74.09
"NK17",43.21,73.58
"K30",43.18,73.63
"5NY5",41.67,74.15
"9G5",43.18,78.56
"D52",42.8,77.84
"NK76",42.88,77.05
"NK06",42.1,73.86
"NY1",42.35,73.64
"7NY8",43.19,73.63
"GFL",43.34,73.61
"NY38",42.85,77.12
"92G",42.81,77.2
"NK07",41.33,74.41
"5NY7",41.33,74.41
"NK16",44.37,75.4
"D59",42.5,78.95
"B01",43.42,73.27
"N56",42.21,78.65
"4N7",42.3,75.79
"1H4",42.42,74.02
"NY63",43.05,73.48
"4NK2",43.15,73.42
"0NK3",42.7,77.79
"4G2",42.7,78.91
"VGC",42.84,75.56
"25NK",42.44,77.13
"NK68",42.05,75.3
"50NY",42.81,77.57
"NY26",42.98,74.9
"NK08",41.83,74.13
"34NY",43.29,77.83
"D67",42.92,77.38
"NY40",42.61,78.6
"51NY",43.18,78.04
"52NY",42.93,77.64
"D70",42.95,77.6
"53NY",42.96,77.62
"4G6",42.38,77.68
"6NY2",42.23,76.85
"1B1",42.29,73.71
"04NY",42.26,73.7
"97NY",42.23,74.24
"6NY3",42.64,76.73
"ISP",40.8,73.1
"NY55",42.45,76.6
"ITH",42.49,76.46
"NK72",42.38,76.53
"NY18",42.45,76.62
"JHW",42.15,79.26
"NY89",42.08,79.39
"3NK4",42.03,79.19
"55NY",42.08,79.31
"7NY6",42.89,73.51
"NY0",43,74.33
"NY28",43.07,76.41
"1I1",44.22,73.79
"56NY",43.33,78.05
"9NY4",42.1,79.08
"6NY7",41.87,74.33
"14NK",43.34,73.48
"20N",41.99,73.96
"5N5",42,75.76
"NY01",43.22,78.32
"6NY4",42.7,74.16
"7NY0",41.68,75.02
"LKP",44.26,73.96
"NY15",42.83,77.71
"BQR",42.92,78.61
"5G0",42.98,77.94
"N00",42.27,74.39
"1A1",42.15,73.75
"61NY",43.17,78.78
"59NY",43.23,78.69
"NK25",43.22,78.81
"0G0",43.1,78.7
"NY13",43.09,76.99
"4NK5",43.1,77.37
"NY11",43.04,77.31
"23NK",43.11,77.31
"MAL",44.85,74.33
"NY72",43.07,75.94
"NK71",43.01,76.35
"4NK6",43.16,77.18
"73NY",42.27,75.31
"MSS",44.94,74.85
"21N",40.99,72.52
"65NY",42.28,79.44
"D79",42.27,79.48
"K27",42.89,73.67
"7NY4",42.43,76.72
"66NY",43.2,78.35
"5NY1",42.4,74.91
"NY96",43.43,76.19
"7NK0",42.65,74.39
"4N2",42.71,77.28
"08NY",41.37,74.51
"06N",41.43,74.39
"44N",41.71,73.74
"2NK9",41.66,74.08
"NY23",42.99,74.97
"MTP",41.08,71.92
"MGJ",41.51,74.26
"MSV",41.7,74.8
"NK24",42.35,76.88
"NY92",42.74,76.49
"21NK",42.55,75.19
"NY97",44.67,73.57
"68NY",42.75,77.78
"NY70",42.65,77.92
"7NK1",42.94,75.75
"NY10",43.84,75.43
"NY35",41.75,74.12
"JFK",40.64,73.78
"LGA",40.78,73.87
"5NK1",43.11,77.05
"NY09",41.56,74.02
"SWF",41.5,74.1
"85N",43.27,78.77
"NY49",42.99,78.99
"IAG",43.11,78.95
"NY24",43.13,78.97
"6NK4",42.6,78.97
"0NY0",43.7,73.98
"0NY1",43.14,73.65
"OIC",42.57,75.52
"OGS",44.68,75.47
"0NY3",43.31,74.93
"D80",43.32,78.73
"NK26",43.73,74.98
"OLE",42.24,78.37
"8G3",42.07,78.4
"75NY",42.12,78.32
"6NK8",43.01,76.64
"NY25",42.45,75.02
"N66",42.52,75.06
"2NK3",41.15,72.28
"5NK5",43.41,76.44
"D82",42.65,76.8
"78NY",43.06,78.82
"77NY",43.08,78.78
"79NY",43.09,78.81
"PEO",42.64,77.05
"01G",42.74,78.05
"9NY7",43.03,74.15
"NY50",42.99,74.14
"0NY7",43.04,74.18
"0NY8",43,74.25
"NY91",42.99,75.7
"NY31",43.22,76.37
"K09",43.45,74.52
"NY17",44.61,73.86
"PLB",44.69,73.52
"PBG",44.65,73.47
"3NK5",44.62,73.47
"PTD",44.68,74.95
"POU",41.63,73.88
"1NY5",41.64,73.74
"1NY2",43.62,76.16
"N65",42.73,74.16
"NK83",42.71,74.22
"D85",42.15,79.02
"63NY",43.26,78.97
"19NY",42.41,77.96
"17NK",42.46,76.97
"NY42",43.22,76.69
"46N",41.98,73.84
"NY57",43.36,75.18
"NY86",42.51,74.11
"NY94",41.97,73.86
"NY68",42.86,74.95
"1NY3",43.57,76.03
"03NY",40.96,72.72
"ROC",43.12,77.67
"K16",43.25,75.6
"RME",43.23,75.41
"5NY4",43.16,75.43
"NY03",41.88,74.98
"W57",42.93,73.77
"1NK0",42.3,74.55
"84NY",42.99,77.61
"1NY4",44.62,73.91
"SLK",44.39,74.21
"5B2",43.05,73.86
"NY00",42.57,78.56
"85NY",42.58,78.52
"15NK",42.58,78.56
"46NY",43.02,76.76
"SCH",42.85,73.93
"6NK0",42.63,74.82
"4B7",43.86,73.74
"B04",43.08,73.58
"27NK",43.11,75.04
"1NY8",42.8,76.58
"K13",42.87,74.03
"0G7",42.88,76.78
"NK91",42.82,74.62
"K31",42.78,74.58
"88NY",43.16,78.36
"49NY",41.07,72.35
"7NK7",42.71,75.89
"D88",42.15,79.69
"HWV",40.82,72.87
"N23",42.3,75.42
"6B9",42.91,76.44
"NK79",41.42,74.53
"4B0",42.56,73.83
"2NY0",42.28,73.95
"NY27",42.37,79.01
"NY48",42.34,74.75
"7NK4",43.22,77.81
"11NY",42.21,76.45
"91NY",43.2,77.75
"D91",43.17,77.82
"3NY3",42.86,74.82
"35NY",42.51,78.74
"NK27",42.49,78.63
"09N",41.83,73.88
"20NY",43.01,78.04
"N69",41.58,73.73
"92NY",42.75,78.46
"NK53",42.21,76.77
"SYR",43.11,76.11
"6NK",43.27,76.18
"4B6",43.88,73.41
"7NK6",42.29,75.07
"9NY6",42.32,74.99
"5B7",42.69,73.58
"3NK6",42.64,77.88
"94NY",42.83,76.69
"6B4",43.02,75.17
"NY62",43.15,75.54
"NK12",42.77,78.55
"5NK9",42.76,78.5
"95NY",42.79,78.48
"N45",41.63,74.13
"2NK7",42.16,75.15
"6NK1",42.76,78.18
"N72",41.29,74.29
"D93",42.85,76.85
"ART",43.99,76.02
"64NY",42.37,76.93
"NY29",42.45,76.91
"B16",43.08,76.54
"ELZ",42.11,77.99
"NY32",42.9,77.55
"98NY",42.88,77.53
"00NY",42.9,77.5
"8NK6",42.71,75.17
"33NY",42.4,73.87
"NY53",42.74,75.3
"NY33",42.52,74.03
"FOK",40.84,72.63
"12NK",44.16,73.43
"1NK5",41.36,74.52
"6NK2",42.95,73.33
"HPN",41.07,73.71
"SDC",43.23,77.12
"1NK6",44.42,73.75
"99NY",43.23,78.79
"18NY",42.02,74.05
"N82",41.6,74.46
"0D7",40.79,83.83
"OH82",40.15,81.97
"AKR",41.04,81.47
"CAK",40.92,81.44
"1D4",40.99,81.43
"OH48",40.91,81.07
"2D1",40.97,81.1
"4G3",40.98,81.04
"3OH5",40.97,81.21
"OH32",41.01,83.43
"OH61",39.64,82.74
"OH33",39.06,84.2
"3OH4",41.6,80.59
"OA11",40.38,84.26
"OH34",40.21,84.66
"OA04",41.1,83.5
"OA23",39.97,84.54
"4OH8",41.5,84.25
"5OH0",40.9,83.64
"3G4",40.9,82.26
"HZY",41.78,80.7
"50OI",39.74,83.04
"UNI",39.21,82.23
"93OH",41.04,81.19
"6OI0",41.38,81.26
"5OH4",41.73,80.88
"OI81",41.07,80.76
"5OH6",41.43,81.98
"5OH7",41.45,82.01
"4OI7",41.45,81.97
"7OI1",41.21,84.27
"17OI",39.23,83.32
"38OH",39.84,82.58
"7B4",39.88,82.59
"6G5",40,81.19
"I69",39.08,84.21
"2D7",40.65,81.56
"43OA",39.58,84.09
"EDJ",40.37,83.82
"1OH2",41.24,82.87
"6OH1",41.29,82.87
"9OA9",40.62,82.53
"OH38",39.31,81.62
"6OH3",41.71,83.83
"89OI",41.04,80.98
"59OH",38.98,84.03
"76OI",41.26,83.21
"OI72",41.52,84.72
"1OA3",39.33,83.86
"5G7",40.89,83.87
"6OH4",41.36,83.56
"3D8",41.34,83.72
"OI92",41.39,83.7
"OH45",41.45,83.59
"6OH7",41.41,83.68
"6OH6",41.36,83.55
"1G0",41.39,83.63
"11OA",39.64,82.47
"62OH",39.68,82.47
"2OA1",41.42,80.88
"25OI",41.42,80.88
"OH24",41.22,80.58
"I62",39.86,84.43
"12OH",39.83,84.33
"0G6",41.47,84.51
"17G",40.78,82.97
"OH42",40.54,82.39
"8G6",40.24,81.01
"I10",39.8,81.54
"CDI",39.98,81.58
"2OA6",40.09,81.59
"OA00",40.12,81.57
"90OI",39.6,84.64
"OI89",39.65,84.63
"7OH2",40.9,81.53
"51OI",40.86,81.6
"4OI8",41.06,80.75
"7OH5",41.03,80.78
"91OI",40.78,81.46
"OI58",40.84,81.44
"95OH",40.97,83.46
"TSO",40.56,81.08
"OI11",40.64,81.11
"5D6",40.65,81.07
"1OH3",41.39,82.76
"OI73",39.71,83.8
"CQA",40.48,84.56
"OI99",40.57,84.49
"OH17",40.16,82.78
"OH71",40.29,82.73
"27OI",41.41,81.28
"7OH8",41.64,81.1
"69OI",40.95,82.93
"33OI",41.08,82.04
"HTW",38.42,82.49
"OH44",40.22,82.95
"OI59",39.13,81.93
"RZT",39.44,83.02
"LUK",39.1,84.42
"ISZ",39.25,84.39
"03I",39.64,83.02
"OH50",39.69,83.1
"CYO",39.52,82.98
"OH51",39.84,84.33
"BKL",41.52,81.68
"CLE",41.41,81.86
"CGF",41.57,81.49
"5D9",41.22,82.96
"7OI7",41.3,83.01
"4OI9",39.1,82.61
"8OH3",41.12,80.52
"4G8",41.32,81.96
"9OA8",41.28,81.95
"05OI",41.29,81.96
"8OH4",40.84,80.7
"TZR",39.9,83.14
"04I",39.91,83.19
"6I6",39.94,83.21
"82OI",40.15,83.28
"OSU",40.08,83.07
"CMH",40,82.89
"LCK",39.81,82.93
"36OH",40.19,81.97
"02OI",41.8,80.57
"36OI",41.07,84.21
"8OI3",41.37,80.67
"8OH5",41.38,80.71
"I40",40.31,81.85
"6OH9",40.11,84.4
"37OI",40.83,82.8
"5OI7",41.59,83.38
"38OI",39.69,83.07
"63OH",39.7,83.09
"I44",39.77,84.34
"MGY",39.59,84.23
"I19",39.69,83.99
"DAY",39.9,84.22
"I73",39.68,84.24
"FFO",39.83,84.05
"DFI",41.34,84.43
"OH57",40.26,83.01
"63OI",40.34,83.14
"DLZ",40.28,83.11
"OI12",40.25,82.99
"OI49",40.38,83.11
"7OH3",40.35,83.05
"3OH6",40.78,84.37
"OA14",40.42,81.32
"2OH8",39.8,83.22
"6D7",41.22,83.87
"OI66",40.74,83.67
"2OA4",39.93,83.91
"8OH8",41.67,80.69
"OA85",40.14,81.99
"OI38",40.31,83.62
"9OI5",40.31,83.54
"02G",40.67,80.64
"55OI",40.86,80.54
"8OH7",40.88,80.6
"9OH1",41.45,83.27
"9OH2",41.52,83.31
"OI22",41.33,82.1
"1G1",41.33,82.1
"9OH4",41.4,82.11
"OH59",39.7,84.45
"87OH",41.71,84.37
"1OA5",39.22,83.95
"2OA7",38.85,84.11
"9OH8",40.98,83.64
"FDY",41.01,83.67
"9OH7",40.96,83.6
"27OH",40.95,83.68
"9OH6",41.04,83.57
"9OH9",40.83,83.51
"OH60",40.95,84.27
"OI78",41.08,83.44
"FZI",41.19,83.39
"OI77",41.22,83.56
"OI39",40.11,82.13
"14G",41.33,83.16
"03OH",41.42,83.02
"S24",41.3,83.04
"02OH",41.38,83.08
"GQQ",40.75,82.72
"OH21",40.74,82.75
"GAS",38.83,82.16
"04OH",41.25,81.1
"7D8",41.35,81.1
"7D9",41.78,80.9
"98OH",41.83,80.88
"GEO",38.88,83.88
"OH64",39.59,84.34
"OH63",39.6,84.42
"3OH8",40.36,81.42
"OH65",39.24,84.1
"OI40",39.2,84.1
"OH66",39.24,84.18
"1OA2",41.26,81.99
"OI36",39.62,84.48
"7OI5",41.52,83.28
"82D",41.23,83.03
"OI25",39.37,83.35
"0OI2",39.36,83.42
"16OI",40.13,84.58
"OI88",41.01,82.44
"OH35",39.43,82.82
"81OH",38.89,83.98
"2OH7",38.91,84.03
"OI57",38.93,83.99
"HAO",39.36,84.52
"I67",39.26,84.77
"OH68",39.3,84.75
"08OH",41.29,80.56
"9OA5",39.96,82.54
"75OH",41.26,84.79
"HOC",39.19,83.54
"OI41",41.3,81.16
"69OH",40.26,82.51
"OH92",39.95,82.18
"88D",41.4,82.6
"10OH",41.4,82.63
"8OI9",39.1,83.12
"I43",38.98,82.58
"OI82",38.91,82.73
"14I",39.63,83.75
"OI52",39.63,83.78
"33OH",40.19,83.17
"13OH",41.33,84.3
"OH74",40.09,82.72
"5OI8",40.19,82.65
"89D",41.6,82.68
"1G3",41.15,81.42
"I95",40.61,83.64
"14OH",40.67,83.44
"OH22",40.76,81.78
"2OH0",40.35,82.94
"1OA8",40.35,82.9
"0OI6",41.84,80.64
"5OI3",41.41,80.52
"56OI",41.21,82.33
"17OH",41.24,82.27
"OI56",39.95,82.64
"92D",41.2,82.12
"18OH",41.26,82.14
"LHQ",39.76,82.66
"OH78",39.97,84.41
"57OI",40,83.85
"I68",39.46,84.25
"OH28",39.37,83.6
"R47",41.1,84.05
"OI31",41.71,81.12
"9OA4",39.83,84.51
"OH91",40.7,84.23
"AOH",40.71,84.03
"19OH",41.17,82.06
"20OH",41.14,82.03
"40OI",41.06,81.98
"OI01",39.51,82.45
"UYF",39.93,83.46
"9OA3",39.08,81.78
"LPR",41.34,82.18
"22OI",41.15,80.84
"9OI6",40.63,82.18
"25OH",40.91,81.26
"26OH",40.88,81.3
"24OH",40.88,81.29
"1OA7",40.84,81.24
"5OI0",39.28,84.21
"OI27",39.56,81.57
"0OI9",38.89,83.11
"OH90",41.71,84.23
"28OH",41.7,84
"4OH1",41.72,81.11
"OH03",41.79,81.06
"9OI7",40.34,83.28
"29OH",40.69,81.3
"5OH9",40.7,81.18
"OI60",40.75,82.39
"2OI8",40.86,82.42
"MFD",40.82,82.52
"32OH",40.76,82.42
"OH97",41.36,81.22
7.00E+003,41.24,81.25
"MNN",40.62,83.06
"75OI",40.5,83.09
"34OH",41.26,84.64
"OH07",40.94,81.24
"OH20",40.92,81.7
"2OA5",40.18,83.35
"MRT",40.22,83.35
"77OH",39.36,84.34
"22I",39.33,82.44
"OH02",41.29,83.95
"I71",39.65,81.8
"OA05",39.42,84.66
"1G5",41.13,81.77
"3T7",41.69,82.81
"3W9",41.69,82.8
"7G8",41.45,81.06
"1OI1",41.43,81.06
"MWO",39.53,84.4
"2OA2",39.25,83.92
"60OI",41.36,82.63
"OH93",40.14,83.39
"10G",40.54,81.95
"OH13",40.77,81.06
"39OH",40.81,81.06
"OH15",40.75,81.14
"OH94",38.84,82.84
"73OI",41.57,81.08
"OA12",39.33,84.07
"1OA6",39.34,84.05
"OH95",39.38,84.17
"OI28",40.58,82.68
"4I9",40.52,82.85
"OA10",39.01,83.91
"OH96",39.03,83.89
"4I3",40.33,82.53
"6G4",40.37,82.5
"O74",40.52,83.51
"7OI0",41.33,84.16
"7W5",41.37,84.07
"7OI9",40.07,82.14
"OH98",40.05,82.79
"3OH0",39.93,84.01
"41OH",40.78,81.1
"06OI",39.73,84.38
"1OI6",39.77,84.42
"I86",39.69,82.2
"OI42",41.13,82.46
"PHD",40.47,81.42
"VTA",40.02,82.46
"8OI0",41.45,81.25
"40OH",41.45,81.23
"41N",41.21,80.97
"42OH",41.16,81
"43OI",41.2,83.7
"3X5",41.72,82.82
"OA16",39.16,84.78
"OA19",40.9,81.3
"OH19",41.16,84.22
"0OH2",39.97,83.91
"46OH",41.1,80.83
"4OH3",40.98,80.7
"47OH",41.2,82.57
"1OI7",41.16,82.57
"87OI",41.27,82.62
"5A1",41.24,82.55
"48OH",41.25,82.2
"84OH",39.58,83.65
"OI84",39.39,84.8
"9OI8",40.03,81.47
"49OH",41.37,81.97
"50OH",41.66,83.42
"4OH4",39.79,83.12
"OI85",40.27,83.22
"51OH",41.07,84.09
"OWX",41.04,83.98
"OI29",38.85,83.23
"21OI",39.13,84.09
"OI26",39.51,84.7
"OXD",39.5,84.78
"OI69",41.78,81.17
"2G1",41.67,81.2
"6C2",40.95,83.98
"54OH",41.12,84.62
"53OH",41.13,84.45
"2H8",41.17,84.56
"1OH9",38.94,83.4
"OH29",40.9,80.56
"56OH",40.91,80.55
"3I7",39.91,84.4
"0OH7",40.14,84.17
"4OA8",40.11,84.3
"0OH8",40.19,84.26
"1OI9",40.18,84.29
"I17",40.16,84.31
"79OI",39.82,83.76
"6OI5",40.14,83.22
"1OA1",40.05,84.33
"83OH",40.06,84.38
"PCW",41.52,82.87
"57OH",40.34,81.49
"PMH",38.84,82.85
"3W2",41.64,82.83
"58OH",41.68,82.85
"1OH1",40.3,83.98
5.00E+009,40.41,83.22
"61OH",41.2,81.21
"29G",41.21,81.25
"OI32",41.17,81.29
"OI45",41.27,81.66
"OI68",40.94,81.8
"OA07",41.7,80.86
"OI62",41.48,81.32
"8G8",40.88,80.88
"64OH",40.9,80.93
"38D",40.95,80.86
"OH27",40.81,80.85
"0OI3",41.38,82.72
"SKY",41.43,82.65
"3OI6",40.96,82.37
"3G6",40.91,81
"8OA9",41.04,81.82
"OI46",41.12,81.72
"65OH",41.07,81.75
"2OH4",40.62,82.64
"12G",40.87,82.7
"70OH",40.92,82.48
"5OI9",41.33,84.56
"34OI",40.69,82.12
"I12",40.24,84.15
"67OH",41.41,81.45
"1OH7",39.99,81.86
"1OH8",39.87,83.63
"3OH3",39.98,83.61
"OI34",39.61,83.99
"0OH6",39.6,84.02
"1OA4",39.92,83.66
"SGH",39.84,83.84
"2P7",40.06,80.96
"1OH4",40.56,84.39
"24OI",40.08,83.9
"2OH2",39.47,83.49
"2G2",40.36,80.7
"8OA7",39.56,81.78
"45OI",40.56,81.55
"OH86",39.65,82.54
"OH14",40.28,82.92
"71OH",41.64,83.88
"72OH",41.6,83.87
"OH18",40.93,83.14
"OH26",41.66,81.11
"OI64",41.68,81.03
"73OH",41.65,81.01
"8OI5",39.88,82.41
"16G",41.09,83.21
"TDZ",41.57,83.48
"TOL",41.59,83.81
"1G8",40.48,80.63
"I54",40.02,83.83
"2OH6",40.01,84.28
"37I",39.99,84.27
"1WF",40.01,84.2
"56D",40.88,83.31
"I74",40.13,83.75
"38I",40.09,83.69
"OH81",41.23,81.94
"7OH1",41.21,81.97
"78OH",41.26,81.97
"VNW",40.86,84.61
"VES",40.2,84.53
"18OI",41.42,82.98
"8OA6",41.39,82.9
"79OH",41.21,80.68
"3G3",41,81.76
"15G",41.03,81.8
"I64",41.29,82.37
"AXV",40.49,84.3
"80OH",41.27,80.77
"62D",41.27,80.93
"I23",39.57,83.42
"00OH",41.59,84.14
"USE",41.61,84.13
"EOP",39.17,82.93
"2OI2",39.56,84.05
"40I",39.51,84.12
"67D",41.16,82.2
"3OH1",39.7,84.54
"80G",40.25,81.74
"OI06",39.99,84.29
"AMT",38.85,83.57
"2OI4",41.05,81.94
"86OH",41.01,81.92
"8G1",41.04,82.72
"3OH7",39.03,84.05
"06OH",41.51,80.59
"88OH",41.6,83.32
"LNN",41.68,81.39
"5OI5",40.69,84.78
"ILN",39.43,83.79
"I66",39.5,83.86
"2B6",39.44,83.71
"OH77",39.55,83.86
"3OH9",39.55,83.85
"4G5",39.78,81.1
"OI08",40.74,81.87
"66OI",40.78,82.06
"OI55",40.75,82
"91OH",40.73,81.89
"OI07",40.83,81.98
"BJJ",40.87,81.89
"7OA7",39.68,83.87
"OI91",39.78,83.91
"7OH7",39.78,83.9
"04G",41.13,80.62
"4G4",40.96,80.68
"YNG",41.26,80.68
"9OI3",39.9,82.11
"42I",40.01,82.01
"OH36",39.99,81.98
"ZZV",39.94,81.89
"ADH",34.8,96.67
"OK80",34.73,96.6
"3OK0",34.71,96.58
"OK18",36.42,95.17
"3O9",36.58,94.86
"79F",36.61,94.87
"LTS",34.67,99.27
"AXS",34.7,99.34
"OK82",34.69,99.34
"OK83",34.57,99.35
"91OK",34.64,99.37
"AVK",36.77,98.67
"OK43",36.53,98.64
"OK54",37,99
"OK14",36.84,98.66
"F68",35.05,98.26
"80F",34.19,95.65
"1F0",34.15,97.12
"ADM",34.3,97.02
"OK17",34.22,97.05
"OK85",34.3,96.92
"OK62",34.25,97.21
"OK23",34.2,97.23
"OK74",34.83,96.03
"AQR",34.4,96.15
"6OK7",34.6,95.86
"98OK",36.49,96.05
"BVO",36.76,96.01
"9OK3",36.7,95.84
"OL92",36.78,95.95
"K44",36.8,100.53
"46OK",36.22,97.84
"BKN",36.75,97.35
"6OK6",36.8,97.32
"8OK1",35.17,97.71
"17K",36.77,102.51
"1OK3",34.58,97.81
"3F7",35.81,96.42
"1OK0",35.89,96.28
"84OL",36.11,95.77
"90F",34.01,94.76
"BFK",36.86,99.62
"96OK",36.85,99.46
"37K",33.93,97.3
"85OL",34.62,98.6
"OK90",33.9,96.47
"47OK",35.58,98.04
"88OL",34.96,96.27
"91F",35.16,95.62
"60OK",35.12,98.52
"86F",35.12,98.58
"61OK",35.8,97.61
"CQB",35.72,96.82
"92F",34.37,98.68
"4O5",36.79,98.36
"CKA",36.75,98.12
"93F",35.6,99.7
"CHK",35.1,97.97
"6OK2",35.06,97.9
"95OK",36.27,95.63
"GCM",36.29,95.48
"OK20",36.38,95.65
"K11",36.22,95.65
"95F",36.28,96.46
"CLK",35.54,98.93
"CSM",35.34,99.2
"0OK4",34.66,96.25
"08F",34.53,96.23
"OK93",36.33,95.88
"OK58",36.4,95.91
"09OK",36.35,95.86
"OK94",36.35,95.8
"OK11",34.31,98.01
"OK06",35.65,94.95
"44M",35.71,94.94
"OL09",34.88,98.75
"F36",35.3,98.97
"0OK8",36.29,97.59
"93OK",35.93,95.59
"05OK",35.85,97.57
"44OK",35.95,97.55
"CUH",35.95,96.77
"97F",34.55,97.11
"OK95",36.49,94.96
"98OL",34.5,97.99
"DUC",34.47,97.96
"OK97",34.53,97.77
"DUA",33.94,96.39
"66OK",34.09,96.42
"OK98",35.3,98.48
"6OK8",35.36,98.57
"01OK",35.29,98.64
"1OK8",35.73,97.54
"0OK0",35.68,97.43
"33OK",35.75,97.4
"OL12",35.71,97.54
"8OK2",35.48,97.93
"99F",35.52,97.98
"RQO",35.47,98.01
"28OK",35.5,98.04
"ELK",35.43,99.39
"OK10",34.58,97.41
"0OK1",34.66,97.4
"WDG",36.38,97.79
"END",36.34,97.92
"O13",35.2,99.9
"OK04",35.31,95.81
"F08",35.3,95.63
"0F7",35.39,95.6
"69OK",36.73,94.85
"OK16",36.36,97.67
"6K4",36.29,98.48
"OK39",36.97,100.32
"FSI",34.65,98.4
"FDR",34.35,98.98
"K77",36.76,99.1
"GAG",36.3,99.78
"0OK3",35.62,98.52
"1K4",35.16,97.47
"OK02",35.11,97.48
"5OK4",35.12,97.45
"39OK",35.11,97.48
"1OK2",35.1,97.47
"1O1",34.24,98.74
"81OK",35.03,99.34
"GMJ",36.61,94.74
"0OK5",35.89,97.4
"0OK6",35.8,97.39
"GOK",35.85,97.42
"GUY",36.69,101.51
"16OK",35.47,97.2
"1OL2",35.49,97.19
"OK25",35.81,95.75
"2K9",35.83,95.67
"F32",34.25,97.47
"OK51",36.1,97.94
"F10",35.41,96.02
"2O8",35.51,98.34
"HBR",34.99,99.05
"F99",35.09,96.42
"O35",34.71,99.91
"H92",36.44,96.39
"O45",36.86,101.23
"HHW",34.03,95.54
"4O4",33.91,94.86
"O18",36.14,95.42
"0K6",36.16,95.58
"55OK",36.22,95.58
"OK00",35.52,97.02
"62OK",36.34,94.92
"9OK7",36.18,96.55
"0OK9",36.21,96.64
"1K8",36.54,95.02
"F92",35.88,97.95
"6OK0",35.89,97.96
"F31",33.99,96.64
"OK66",36.56,97.83
"OK30",36.49,95.05
"O51",36.74,99.91
"OK07",34.52,98.33
"OK08",34.53,98.35
"LAW",34.57,98.42
"71OK",34.58,98.48
"O44",35.09,97.34
"3OK5",34.73,97.61
"1K2",34.85,97.59
"OK24",34.21,97.23
"1OK5",34.98,99.23
"OK55",35.71,97.23
"1F4",34.14,96.81
"OK46",36.96,98.08
"OK47",36.94,98.02
"7OK2",34.98,99.5
"2K4",34.89,99.53
"1OK9",33.98,97.09
"T40",33.9,97.17
"OK29",33.94,97.05
"74OK",33.95,97.15
"1OK7",34.8,97.48
"MLC",34.88,95.78
"O53",36.79,97.75
"4O7",36.37,98.18
"MIO",36.91,94.89
"70OK",36.83,94.9
"2OK2",35.33,97.27
"35OL",36.63,99.15
"MDF",36.48,99.19
"OK13",35.85,95.97
"2OK4",35.82,96.06
"2OK5",34.93,98.74
"83OK",35.26,94.58
"15OK",35.7,95.31
"MKO",35.66,95.36
"HAX",35.75,95.41
"2OK7",35.26,97.66
"76OK",35.28,97.62
"OK48",36.88,97.1
"O14",34.89,98
"5OK2",34.78,96.25
"10OK",35.17,97.22
"OUN",35.25,97.47
"H66",36.72,95.63
"40OK",36.12,96.54
"3OK1",35.73,97.97
"O65",36.11,98.31
"8OK0",36.07,98.29
"F81",35.43,96.28
"RCE",35.49,97.82
"12OK",35.54,97.45
"HSD",35.6,97.71
"TIK",35.41,97.39
"PWA",35.53,97.65
"OKC",35.39,97.6
"OKM",35.67,95.95
"F09",34.51,99.43
"OK15",36.38,95.71
"OK37",36.47,95.67
"1F1",34.08,97.11
"O38",36.27,95.78
"PVJ",34.71,97.22
"H76",36.67,96.41
"H97",36.38,96.81
"67OK",36.03,95.08
"29OK",36.3,97.32
"F22",36.39,97.28
"PNC",36.73,97.1
"OK49",36.65,97.02
"27OK",36.74,96.96
"O66",36.69,97.73
"2K1",36.66,97.81
"RKR",35.02,94.62
"OK59",35.02,94.7
"O47",35.48,96.72
"OK21",36.33,95.3
"H71",36.23,95.33
"3O3",34.98,97.38
"OK28",34.23,96.75
"80OK",35.58,99.89
"OK34",35.48,94.84
"89OK",35.44,94.9
"JSV",35.44,94.8
"3OK7",36.24,96.13
"3OK8",36.12,96.23
"OWP",36.18,96.15
"OL23",35.95,96.1
